recency_days,frequency_monthly,monetary_monthly,n_services,ovo_points_balance,tier_encoded,RFM_score,freq_trend,spend_trend,promo_sensitivity,points_to_expiry,churn_label,churn_prob_xgb,segment_rfm,tier,user_id
54,5,209000.0,1,2485,2,6,0.7168168044089389,-2089.2334738433788,0.35993894560526435,311,1,0.6081916,Hibernating,Silver,USR004447
102,0,37000.0,4,317,1,3,-0.18071709817515613,1243.403439843132,0.4356692504309919,263,1,0.90414864,Hibernating,Member,USR008631
127,0,77000.0,3,878,1,3,0.33857498706664657,-6107.068847202643,0.09749955306146119,238,1,0.80854017,Hibernating,Member,USR008580
12,24,858000.0,3,8012,3,11,-23.90910938370642,2518.9502068882134,0.3963492579036044,353,0,0.102796644,Loyal,Gold,USR000041
84,3,263000.0,2,2688,2,6,3.8073916271236636,1488.4708301231753,0.40317144787044235,281,0,0.62984216,Hibernating,Silver,USR005807
6,4,220000.0,2,2040,2,8,0.11756764968309426,218.50758604612068,0.125638921158258,359,0,0.34882066,Promising,Silver,USR007930
326,0,2000.0,1,18,1,3,-0.011696980121973111,907.8403000269388,0.3414156720381083,39,1,0.89984673,Hibernating,Member,USR008863
20,8,456000.0,1,4655,2,9,-7.371193443711674,-337.80411896225445,0.35191934139556036,345,1,0.16973971,Loyal,Silver,USR003773
14,14,779000.0,4,9151,3,11,13.973722919039904,1150.4365197361399,0.09609415436357377,351,0,0.10243403,Loyal,Gold,USR003683
52,2,251000.0,2,2398,2,6,-0.39910303817907705,24228.81004621533,0.30520205161104136,313,0,0.58464897,Hibernating,Silver,USR005617
319,0,41000.0,2,433,1,3,0.4534352673051425,-5117.314888987104,0.15318947615612846,46,1,0.9436485,Hibernating,Member,USR009180
78,2,303000.0,2,2438,2,6,1.3897928945944575,-93.71867695910272,0.2821976263986569,287,0,0.70986056,Hibernating,Silver,USR005947
51,3,113000.0,2,1100,1,6,-2.4349176538669415,-12413.480661391959,0.25992848217930137,314,1,0.53816664,Hibernating,Member,USR004946
273,0,41000.0,1,378,1,3,-0.005950411547114049,-880.908984196598,0.33853698616555844,92,1,0.89791995,Hibernating,Member,USR008282
27,13,554000.0,1,6257,2,9,12.637807417438916,712.0364593609529,0.15072732791858892,338,0,0.13665025,At_Risk,Silver,USR003552
20,10,689000.0,1,6477,3,10,10.797460104043008,69007.98088911649,0.29018244776273106,345,0,0.20194131,Loyal,Gold,USR003567
85,2,151000.0,2,1616,1,4,0.1950963053027014,-926.717162470084,0.11440272775156737,280,0,0.75444597,Hibernating,Member,USR005283
130,0,72000.0,1,634,1,3,-0.3607845411700146,-8080.715031106958,0.21220238232179914,235,1,0.8676382,Hibernating,Member,USR008720
12,12,763000.0,2,8394,3,11,-0.2101320155794143,282.58929888958556,0.06664375191003148,353,0,0.026864557,Loyal,Gold,USR003556
47,4,300000.0,3,3490,2,7,1.129801013871239,439.1986597509187,0.24375217120203518,318,1,0.6626222,Hibernating,Silver,USR004910
184,0,12000.0,1,97,1,3,0.11793253287478543,345.51727128286257,0.18058411619873857,181,1,0.94708335,Hibernating,Member,USR009302
14,5,91000.0,2,978,1,7,-0.4225192558581378,-7855.5493906966,0.27535761567671,351,0,0.47424462,Loyal,Member,USR006456
10,7,178000.0,4,1933,1,9,-6.030268225214938,16650.704394957058,0.22598110528238233,355,0,0.5235694,Loyal,Member,USR006283
18,12,554000.0,3,5198,2,10,10.90177686917845,-638.954850802772,0.14832131141317786,347,0,0.102867,Loyal,Silver,USR002694
18,4,148000.0,2,1681,1,7,0.7571237999904435,-13792.803143998071,0.06732497000716042,347,0,0.32498226,Promising,Member,USR006713
18,3,126000.0,2,1047,1,7,0.279279076640786,1251.364898518949,0.4695725526590238,347,0,0.35402128,Promising,Member,USR006042
130,0,9000.0,3,74,1,3,0.4408482134788711,-1142.7145884487668,0.43119593075355916,235,1,0.8997128,Hibernating,Member,USR009413
77,3,253000.0,1,2321,2,7,-0.11695399272244722,-24711.388153967153,0.16187842620428605,288,1,0.54652673,Hibernating,Silver,USR005632
20,6,89000.0,2,923,1,7,-6.27770019972117,-9926.016954903922,0.21389232229368174,345,0,0.258027,Loyal,Member,USR007230
62,3,303000.0,3,3312,2,7,3.584290182136691,-30772.817395554084,0.11029463556459183,303,1,0.66955954,Hibernating,Silver,USR005155
11,22,1848000.0,3,19810,4,12,21.54410885616568,244.2085948870853,0.4091516984760521,354,0,0.010989171,Champions,Platinum,USR000720
3,6,185000.0,2,2072,1,9,-6.8611284669787596,17634.13073308219,0.07939099821162106,362,1,0.48233977,Loyal,Member,USR006085
8,6,96000.0,1,926,1,8,-5.921954630771574,9916.104993689378,0.4702124922598918,357,0,0.2581113,Loyal,Member,USR007661
67,4,254000.0,3,2899,2,7,-0.7072315056831604,-25864.035760746814,0.347853337190768,298,0,0.4697982,Hibernating,Silver,USR004129
63,4,263000.0,1,2399,2,7,-4.3550077214457765,-820.7966522775152,0.17934241827216818,302,0,0.5239482,Hibernating,Silver,USR004833
20,8,304000.0,2,2452,2,9,-0.7599340186877546,390.8378128203229,0.4532674574372303,345,0,0.2134183,Loyal,Silver,USR003157
266,0,63000.0,1,632,1,3,0.3579323147855736,-6310.919962050984,0.37310131445623196,99,1,0.92083645,Hibernating,Member,USR008162
264,0,6000.0,1,61,1,3,0.28432230800638525,-452.4419266144223,0.2322407456111004,101,1,0.9330814,Hibernating,Member,USR008413
16,4,152000.0,1,1468,1,7,-0.24960099913796513,-15102.692182556691,0.5864262222302444,349,0,0.28479415,Promising,Member,USR007435
12,3,86000.0,1,741,1,6,2.828404215656644,1035.946140314855,0.41929063960165786,353,0,0.33442205,Promising,Member,USR007300
81,3,269000.0,2,2920,2,6,-3.6558683461225625,-27696.467544891217,0.13700883662404703,284,1,0.5858901,Hibernating,Silver,USR004753
12,28,2241000.0,3,24311,4,11,27.511689842068222,-224154.70847125398,0.13893728186472357,353,0,0.029215556,Loyal,Platinum,USR001496
12,15,2398000.0,2,19355,4,11,0.2481732055352461,239268.8769772011,0.43208705151596266,353,0,0.047352802,Loyal,Platinum,USR000851
54,4,275000.0,3,2775,2,7,0.13262851179020113,-195.9993431701443,0.27129029339512023,311,0,0.63978374,Hibernating,Silver,USR004912
12,3,238000.0,2,1993,2,7,0.04891324592613377,24189.98586163352,0.4577052359801681,353,0,0.43326634,Promising,Silver,USR006656
9,24,1913000.0,4,21857,4,12,24.24905599782227,1672.8626370124957,0.59853143167451,356,0,0.0030023856,Champions,Platinum,USR001139
15,3,187000.0,3,2211,1,7,2.2982206852181686,19042.995114071306,0.3379063805677481,350,0,0.36662248,Promising,Member,USR006681
45,3,185000.0,1,1622,1,6,-3.225334088784004,-483.975877588959,0.3924122075199951,320,1,0.6356067,Hibernating,Member,USR004175
62,2,143000.0,3,1268,1,5,-0.08558968489819971,-13553.257757189125,0.15716246899550237,303,1,0.6171879,Hibernating,Member,USR005676
15,4,240000.0,1,2258,2,7,-3.6018299901255837,-968.6672777067142,0.15993940650803282,350,1,0.32162473,Promising,Silver,USR006449
3,7,100000.0,2,1106,1,8,7.246218669577083,784.0689769583305,0.3829982030253476,362,0,0.22134638,Loyal,Member,USR007064
22,14,720000.0,1,8544,3,10,-0.22758589197688195,-73091.88057173506,0.4043254923943024,343,0,0.1724813,At_Risk,Gold,USR003309
17,4,92000.0,3,989,1,6,4.06471083840765,-443.4141473921472,0.4910284573248984,348,0,0.4597094,Promising,Member,USR007506
49,5,323000.0,1,3561,2,8,0.05033775154946704,-31310.869843199907,0.19246010528976173,316,0,0.70875216,At_Risk,Silver,USR005510
27,14,715000.0,3,6678,3,10,-13.959818837018485,-73530.27515134733,0.19402051163467743,338,0,0.079224914,At_Risk,Gold,USR002580
16,13,523000.0,1,4643,2,10,13.80467168780494,53648.23004442513,0.25643903007513885,349,0,0.104194395,Loyal,Silver,USR002974
151,0,15000.0,4,121,1,3,-0.6296477759400191,2060.9713851557212,0.29867455305642693,214,1,0.8736032,Hibernating,Member,USR008639
58,4,287000.0,4,3122,2,7,3.388887140204023,-30729.185619440028,0.4416204568828348,307,0,0.6897685,Hibernating,Silver,USR005907
83,5,188000.0,2,1816,1,5,4.274082627415782,18884.21658894644,0.6856574524971065,282,0,0.62934214,Hibernating,Member,USR005027
29,14,762000.0,1,9068,3,10,13.54218385182077,75431.93496256869,0.4120862434107397,336,1,0.02078475,At_Risk,Gold,USR003710
12,6,89000.0,3,875,1,7,-0.12090895626449005,7663.205109503975,0.31738465521511683,353,0,0.3645035,Loyal,Member,USR007937
8,9,432000.0,2,3819,2,10,-9.020102367268189,-91.81338373759046,0.2011324671602547,357,0,0.2598133,Champions,Silver,USR002755
3,24,1451000.0,2,13812,3,12,-23.133279330307868,-462.8811315313491,0.1776826833131241,362,0,0.0075182267,Champions,Gold,USR000054
9,8,768000.0,1,6559,3,11,-8.396610598603518,77181.51245100108,0.21293155061943633,356,0,0.42892438,Champions,Gold,USR002436
19,4,234000.0,2,2237,2,7,-0.34517593306314454,23600.250093166833,0.2944270762098219,346,0,0.4234841,Promising,Silver,USR006259
87,5,277000.0,3,3311,2,6,5.105604699612228,1120.1894604068468,0.37277350931648773,278,1,0.61411,Hibernating,Silver,USR004102
243,0,71000.0,1,760,1,3,0.00911549856855858,1996.1697209412298,0.2919530328273358,122,1,0.92494375,Hibernating,Member,USR009598
8,13,632000.0,1,6854,3,12,-0.5857415649854931,455.4008401944966,0.045125792734420876,357,0,0.10305118,Champions,Gold,USR003923
351,0,70000.0,2,698,1,3,-0.05824417631551738,7081.637037719547,0.33243435477648803,14,1,0.96022034,Hibernating,Member,USR009027
16,3,198000.0,1,2213,1,7,-2.111352615984773,19509.536824338735,0.07709933020007728,349,0,0.44583896,Promising,Member,USR006094
15,5,242000.0,4,1990,2,8,4.23750752992797,686.1835565047076,0.16496151265876627,350,0,0.37173358,Promising,Silver,USR007207
52,3,206000.0,2,1991,2,6,-0.04680451168318325,20913.843031904566,0.31402180733864377,313,0,0.70494866,Hibernating,Silver,USR004880
8,22,2344000.0,3,20772,4,12,-0.005278217440426658,-234972.5605925533,0.3187240192378292,357,0,0.060367294,Champions,Platinum,USR000075
5,3,234000.0,1,2546,2,8,3.29800433649306,-1476.277916432227,0.18974934728694054,360,0,0.3917794,Promising,Silver,USR006564
3,15,1275000.0,2,13496,3,12,-14.187334845462402,705.6556992382529,0.6558996412729706,362,0,0.023620108,Champions,Gold,USR000751
72,4,321000.0,1,3350,2,7,-4.632606017999098,633.7653673765664,0.23496201031474956,293,0,0.5025241,Hibernating,Silver,USR004603
248,0,33000.0,2,309,1,3,0.27329486284431936,-269.2952258682943,0.39396115264747344,117,1,0.9177422,Hibernating,Member,USR009136
179,0,30000.0,2,266,1,3,-0.19149960724172885,3401.462499205369,0.3850426609635433,186,1,0.9561983,Hibernating,Member,USR009245
280,0,21000.0,1,182,1,3,0.2852923500599298,1416.3317960565817,0.31327847940244147,85,0,0.92042804,Hibernating,Member,USR009985
288,0,74000.0,2,865,1,3,-0.18440163259443434,-6232.731461032573,0.056778165210411825,77,1,0.9182663,Hibernating,Member,USR008309
362,0,65000.0,2,752,1,3,-0.0033019552416823626,967.7687879834664,0.5624405930032833,3,1,0.91809434,Hibernating,Member,USR009978
9,9,439000.0,2,4828,2,10,8.057067691067896,43255.085383023725,0.08331195864504241,356,0,0.16935949,Champions,Silver,USR002250
17,9,747000.0,1,8041,3,10,0.432679354525035,-1537.155483089032,0.11007075555386342,348,0,0.07656525,Loyal,Gold,USR002800
6,22,1176000.0,4,9785,3,12,22.213838385504964,-115811.66164653725,0.35153354513938523,359,0,0.027722565,Champions,Gold,USR000859
15,6,139000.0,3,1259,1,8,0.1334878915637801,-139.28836222950224,0.010704463117212444,350,0,0.37411743,Loyal,Member,USR007762
11,5,117000.0,2,1325,1,8,-4.932072049216854,12715.646732999716,0.46756468536245693,354,0,0.29390776,Promising,Member,USR007931
17,11,341000.0,1,3210,2,9,10.829453533929195,35070.60417661837,0.11125046022420353,348,0,0.15261559,Loyal,Silver,USR002406
1,19,1142000.0,4,10585,3,12,-0.4724072451208601,-113689.45278410634,0.18409232099591305,364,0,0.054394256,Champions,Gold,USR000358
157,0,8000.0,3,69,1,3,0.46019808062724243,968.0925754107817,0.1261306025884315,208,1,0.92025155,Hibernating,Member,USR009607
87,2,132000.0,3,1431,1,4,-1.2098301145885153,-13688.91742334139,0.37260127529736486,278,0,0.6690226,Hibernating,Member,USR005294
77,4,337000.0,2,3890,2,7,-3.9245661857442187,708.0687853118299,0.22945010589663117,288,1,0.56682235,Hibernating,Silver,USR005567
19,6,102000.0,2,1131,1,7,6.363585629766974,8744.034957565378,0.287414536097379,346,1,0.43023846,Loyal,Member,USR006308
27,12,662000.0,1,5682,3,9,-0.09902988160945321,-67467.00197612128,0.28670915756313925,338,0,0.24336159,At_Risk,Gold,USR002823
15,9,764000.0,2,7331,3,10,-8.989143490757579,766.5080008396467,0.10245083432918865,350,0,0.14675884,Loyal,Gold,USR002212
236,0,28000.0,2,293,1,3,-0.20058658587369455,1494.7455139552205,0.47509195537967963,129,0,0.9425684,Hibernating,Member,USR009901
10,6,213000.0,1,2322,2,9,-0.04316892912336344,-361.59738167651847,0.260345579250866,355,0,0.39975232,Loyal,Silver,USR007396
170,0,75000.0,2,812,1,3,0.3064126608346607,-383.7295452849299,0.14688658463734508,195,0,0.92974627,Hibernating,Member,USR009218
6,6,100000.0,4,1198,1,8,-5.070598682209742,-721.7160452723303,0.32669282478343087,359,0,0.16563989,Loyal,Member,USR007967
29,9,760000.0,4,7134,3,9,-9.325046877654328,675.4013279510187,0.13905457316727768,336,0,0.10098745,At_Risk,Gold,USR003594
7,3,200000.0,2,1969,1,8,-0.16237096754098693,-20252.731093357335,0.022421966660969333,358,0,0.35485467,Promising,Member,USR007068
9,3,220000.0,1,2004,2,8,0.1793680719983081,-22607.046301726223,0.5537310755237644,356,0,0.37811738,Promising,Silver,USR006788
12,18,2445000.0,4,25945,4,11,-18.282776381201213,244250.86932510146,0.14457714951967635,353,0,0.09034416,Loyal,Platinum,USR000456
52,5,231000.0,2,1989,2,6,-0.27151097319289486,21529.650868455195,0.2991132244423599,313,0,0.5780038,Hibernating,Silver,USR004097
294,0,6000.0,1,57,1,3,0.2646499669718346,112.31093267047038,0.4097079968579511,71,1,0.9386108,Hibernating,Member,USR008597
8,3,120000.0,2,1349,1,8,-0.33154608691269394,-399.96134955586496,0.3760799841662037,357,0,0.4166392,Promising,Member,USR006926
132,0,32000.0,2,308,1,3,-1.0805279986746354,-3806.845771293485,0.31962013885026036,233,0,0.89364755,Hibernating,Member,USR009524
20,4,140000.0,1,1247,1,7,0.32846453317104407,13055.04372922025,0.07896713565714152,345,0,0.416868,Promising,Member,USR006631
20,5,240000.0,1,2218,2,7,-0.07694888699281764,-1214.5270310881417,0.43416526777747816,345,1,0.32762322,Promising,Silver,USR006135
69,4,346000.0,2,3601,2,7,-0.12938220593618938,-410.16222283119674,0.30353824792826334,296,1,0.5751453,Hibernating,Silver,USR005994
4,29,1890000.0,2,20168,4,12,-28.37190128029316,188618.04371247167,0.6242638843303133,361,1,0.051620938,Champions,Platinum,USR000252
27,12,561000.0,4,6328,2,9,12.611789829879637,-55751.98247618732,0.08237399966998919,338,1,0.2173736,At_Risk,Silver,USR001610
45,2,219000.0,1,1898,2,5,-2.2181315160900144,525.2009660156798,0.14762232011825457,320,1,0.64077055,Hibernating,Silver,USR005467
8,10,779000.0,1,6957,3,11,9.997479564888236,763.1642927279919,0.06894911433184495,357,0,0.16090907,Champions,Gold,USR002146
8,14,422000.0,2,4228,2,11,-14.312386291388808,-42674.74345479679,0.1689754477317055,357,0,0.09067854,Champions,Silver,USR003103
8,11,456000.0,2,4238,2,10,-0.7276444879506078,614.8468630582221,0.10829609097493403,357,0,0.17169592,Champions,Silver,USR002489
9,6,208000.0,2,2053,2,9,-0.7226999183903791,108.06923456106026,0.07726988805298925,356,1,0.42517623,Loyal,Silver,USR007818
7,14,795000.0,3,8030,3,12,14.289788923556923,-753.649710906341,0.15847910099942794,358,0,0.14360136,Champions,Gold,USR003366
165,0,19000.0,1,224,1,3,-0.4019601721197106,-25.30158856295822,0.3302449050276517,200,1,0.83797103,Hibernating,Member,USR008804
54,3,147000.0,1,1397,1,6,3.24600202705148,-16353.814377321734,0.4975632804362798,311,1,0.6196776,Hibernating,Member,USR004639
53,4,321000.0,2,3124,2,7,4.245907200543981,-31491.719041072905,0.3617619369538471,312,1,0.72420967,Hibernating,Silver,USR005929
82,3,228000.0,1,2029,2,5,3.783895754897832,-23877.61896452416,0.24790672920407897,283,0,0.57613415,Hibernating,Silver,USR005487
13,21,964000.0,3,7946,3,11,20.120020558925376,-526.6993329346014,0.31424109408135575,352,0,0.058695108,Loyal,Gold,USR000046
26,14,376000.0,2,3065,2,9,14.080134428708789,38865.5034894003,0.18451695619409525,339,0,0.27626172,At_Risk,Silver,USR001957
59,2,292000.0,1,2715,2,6,-0.11963657357592569,29424.944150537023,0.19079519334027178,306,1,0.6338659,Hibernating,Silver,USR005627
58,3,118000.0,1,962,1,6,2.8468022864567404,-11371.227809864458,0.1052692773702054,307,0,0.48986956,Hibernating,Member,USR004461
18,3,167000.0,3,1431,1,7,3.77490930316417,-17076.261408056132,0.06648401597608664,347,0,0.34807873,Promising,Member,USR007947
14,9,477000.0,1,4739,2,9,9.317481436806275,48426.62082234112,0.20295063676756367,351,1,0.20412675,Loyal,Silver,USR003223
11,16,1842000.0,1,17533,4,12,15.695880425967731,-129.19830979034094,0.24691057859058532,354,1,0.044759378,Champions,Platinum,USR000032
14,4,105000.0,3,989,1,6,-3.896747187427085,11271.508537815434,0.48663108938675115,351,0,0.3773211,Promising,Member,USR006140
3,25,995000.0,3,10851,3,12,-24.0888035837243,99093.24153556659,0.3237519171753083,362,0,0.020049948,Champions,Gold,USR000830
19,4,232000.0,3,2780,2,7,0.00579692966268572,-1089.670435986672,0.4427981654618046,346,0,0.26281393,Promising,Silver,USR007002
7,3,92000.0,1,756,1,7,-2.262272934478853,-9395.439189061524,0.39462322066954003,358,0,0.24855521,Promising,Member,USR007781
17,5,80000.0,1,767,1,7,5.348315750608873,-8093.459855741852,0.3238941572283901,348,0,0.5986336,Loyal,Member,USR006799
15,5,88000.0,3,1049,1,7,0.5804763453712807,-7688.574043155953,0.5073131102569091,350,1,0.36728328,Loyal,Member,USR006528
72,2,261000.0,2,2346,2,6,-0.3608482270077213,1802.959455472518,0.7130976759873966,293,0,0.5747356,Hibernating,Silver,USR005451
7,18,895000.0,3,10456,3,12,-18.106429941378185,1752.2731900835547,0.526991802873274,358,0,0.015893476,Champions,Gold,USR000090
10,6,191000.0,3,2255,1,9,-0.2697148968892093,18552.89407123571,0.3352737672597286,355,0,0.3078515,Loyal,Member,USR006377
9,9,328000.0,2,2706,2,10,8.248805509155241,-32134.00045297863,0.4133936978847796,356,0,0.53837746,Champions,Silver,USR003300
55,3,166000.0,2,1430,1,6,-2.3943672517534935,-15389.28079626783,0.4897478656982874,310,1,0.64842016,Hibernating,Member,USR005299
27,10,579000.0,3,4764,2,8,10.610275301965617,-59878.94017379683,0.38232734007448743,338,0,0.21624796,At_Risk,Silver,USR003284
195,0,63000.0,4,602,1,3,-0.7585365184528163,112.89353700788084,0.5742123952748052,170,0,0.9094267,Hibernating,Member,USR009690
15,4,135000.0,3,1373,1,7,-3.29257993177037,14224.604978443354,0.35780531764631085,350,0,0.4848889,Promising,Member,USR007121
29,14,491000.0,2,4898,2,9,13.166167366904569,49492.15435790884,0.6619884827848971,336,0,0.12285989,At_Risk,Silver,USR002351
7,5,235000.0,2,2800,2,8,-5.10984352251192,-28.99568454134113,0.732979111626181,358,0,0.12311993,Promising,Silver,USR007520
192,0,1000.0,2,9,1,3,0.2056801387848539,530.3092737415597,0.2561384643349669,173,1,0.9339294,Hibernating,Member,USR008653
1,26,2473000.0,2,23318,4,12,25.0925580852593,-246564.63917335798,0.3604482997020082,364,0,0.028285502,Champions,Platinum,USR000410
1,25,999000.0,3,10068,3,12,-25.08713351723346,100003.57652177507,0.43627550569860285,364,0,0.013804793,Champions,Gold,USR000821
18,9,457000.0,2,3938,2,9,0.37914119305896055,47148.11766104496,0.5335887051794191,347,0,0.1771953,Loyal,Silver,USR003839
3,3,138000.0,2,1270,1,8,-2.9128162061158482,12713.054675683272,0.39347764824519865,362,0,0.49501494,Promising,Member,USR007115
176,0,66000.0,2,684,1,3,-0.7286368290997265,-5813.569891883271,0.5997151692538653,189,1,0.9029703,Hibernating,Member,USR009380
18,6,183000.0,2,2118,1,8,6.5414207169581955,-19697.09893283049,0.8265081594749514,347,0,0.111257024,Loyal,Member,USR007899
49,5,332000.0,1,2741,2,7,5.326040118677454,-33446.85917167262,0.08894985260363342,316,1,0.57744896,Hibernating,Silver,USR004935
57,3,141000.0,1,1267,1,6,-3.5199840758085257,14597.932765602101,0.5262885998680893,308,0,0.6096763,Hibernating,Member,USR005490
17,4,105000.0,2,1086,1,6,-0.2259680690029953,11480.671995687862,0.4012072781959712,348,0,0.23301564,Promising,Member,USR006035
77,3,245000.0,1,2808,2,7,0.04243272918055208,-1377.4366498828958,0.3450571574828757,288,0,0.53107935,Hibernating,Silver,USR005702
7,4,184000.0,2,1834,1,8,4.0343750283817865,70.96581559454476,0.5068255467714741,358,0,0.31056815,Promising,Member,USR007004
219,0,4000.0,2,46,1,3,0.5234772672141046,-871.5402502782231,0.04233417201254978,146,1,0.9627978,Hibernating,Member,USR008979
9,5,240000.0,1,2809,2,8,-0.7385822081561908,1190.401988425349,0.4561372183333482,356,0,0.36754018,Promising,Silver,USR006817
187,0,7000.0,2,63,1,3,-0.24851534533295436,-458.80557652750883,0.15912202057479288,178,1,0.9279764,Hibernating,Member,USR008064
18,6,95000.0,2,1001,1,7,5.756065455963102,-439.8883197490957,0.35423529685166233,347,1,0.53546095,Loyal,Member,USR007479
89,5,247000.0,2,2129,2,6,4.725324954399335,23019.102714355773,0.05823163788757847,276,1,0.79032856,Hibernating,Silver,USR004310
1,22,1247000.0,1,10705,3,12,22.44520400259342,233.96803030236322,0.12067703534338634,364,0,0.04523562,Champions,Gold,USR000282
82,4,142000.0,2,1630,1,5,4.011990009507796,1540.4289516874608,0.32251655118417083,283,1,0.6465378,Hibernating,Member,USR005638
259,0,29000.0,1,254,1,3,-0.07490535937289548,1648.529437638606,0.3261748647648495,106,1,0.9294283,Hibernating,Member,USR008984
288,0,58000.0,1,685,1,3,0.051482621232305265,-212.84316312475184,0.487529910191275,77,1,0.9378109,Hibernating,Member,USR008168
254,0,45000.0,2,392,1,3,-0.05442431253458085,3748.4159194354097,0.130827547726528,111,1,0.95280945,Hibernating,Member,USR008246
10,18,1031000.0,2,11824,3,12,0.5432400614451909,103276.83761528532,0.24253950995126033,355,0,0.029538298,Champions,Gold,USR001323
135,0,18000.0,1,169,1,3,-0.18357178552361567,570.2614878310887,0.2752464302545183,230,1,0.94473284,Hibernating,Member,USR008936
108,0,32000.0,3,335,1,3,1.1745542790125163,-4156.746076577285,0.14535587150478343,257,1,0.9496965,Hibernating,Member,USR008688
347,0,7000.0,1,78,1,3,1.007056861679872,-1302.4597108220128,0.34230682585971484,18,1,0.9018791,Hibernating,Member,USR009151
278,0,68000.0,1,580,1,3,0.3814791283569857,7103.37780870011,0.5598237629907226,87,0,0.9157696,Hibernating,Member,USR008331
94,0,49000.0,3,521,1,3,-0.5223332653156216,150.9413542027429,0.0786582326411723,271,1,0.90024674,Hibernating,Member,USR008553
17,6,153000.0,1,1784,1,8,-6.170009895311728,-13741.90121466606,0.12251562362216062,348,1,0.4254464,Loyal,Member,USR007264
24,10,320000.0,2,3584,2,8,-0.5408255481320304,625.6913711088117,0.6440507468317079,341,0,0.18382649,At_Risk,Silver,USR003193
3,18,2393000.0,3,23221,4,12,17.75037619275267,-237747.4509348532,0.08813900011451616,362,0,0.035157897,Champions,Platinum,USR000879
9,21,2312000.0,2,25119,4,12,-0.19636311921290878,229978.42450933848,0.13249662301109688,356,0,0.2178126,Champions,Platinum,USR001416
221,0,57000.0,1,562,1,3,0.39738701923016784,-16.81184682324336,0.22051007997405025,144,1,0.92900884,Hibernating,Member,USR009293
185,0,13000.0,3,154,1,3,-0.41716909329133134,815.3240350613962,0.2229626066610297,180,0,0.89693326,Hibernating,Member,USR009532
61,4,263000.0,3,2880,2,7,0.10051675185828532,179.28157945071473,0.3995275684838274,304,0,0.42716557,Hibernating,Silver,USR005059
21,10,410000.0,1,4727,2,9,9.24886737382986,41241.07999919922,0.32070278093251064,344,0,0.1260905,Loyal,Silver,USR002890
14,9,546000.0,1,5667,2,9,0.06499911290079764,1082.7097735429156,0.16727907730042962,351,0,0.20049247,Loyal,Silver,USR003894
29,9,419000.0,3,4432,2,8,8.948996859936369,-719.4137495011888,0.2304896516452073,336,1,0.18156615,At_Risk,Silver,USR001626
12,23,971000.0,3,8705,3,11,-23.43982183777562,609.3508955780412,0.12430862534451835,353,0,0.116413034,Loyal,Gold,USR000513
326,0,55000.0,2,618,1,3,-0.4536904763816603,-56.602639364627535,0.2644561306340154,39,1,0.9152309,Hibernating,Member,USR009225
23,9,383000.0,1,3807,2,8,0.08484254542887563,244.7850879665718,0.2229618832639543,342,0,0.17852949,At_Risk,Silver,USR001518
11,6,93000.0,2,1027,1,8,5.1211062880289635,1883.2043683309012,0.3351589877716622,354,0,0.57888776,Loyal,Member,USR007260
24,10,412000.0,4,3447,2,8,9.899290049961513,-38490.72335152896,0.1179439646619697,341,1,0.3216353,At_Risk,Silver,USR002754
77,2,102000.0,2,1116,1,5,0.2146753568306354,-2477.3433929375024,0.2413813786888031,288,1,0.57551074,Hibernating,Member,USR005249
16,9,568000.0,2,6714,2,9,0.16191963316372515,55987.58159299919,0.5520557729755976,349,0,0.1342412,Loyal,Silver,USR002243
70,2,191000.0,2,1807,1,5,-0.42969960540860036,21145.27991766605,0.497798117577459,295,0,0.7647726,Hibernating,Member,USR004862
9,4,163000.0,4,1623,1,8,-0.9394904723769136,-14697.035653078334,0.197447047665613,356,0,0.20312537,Promising,Member,USR007929
19,13,782000.0,1,9337,3,11,12.843934316229356,523.9133210551074,0.7065504218843489,346,0,0.04958191,Loyal,Gold,USR003993
21,10,425000.0,3,4131,2,9,-10.76036076481706,1350.7701305538724,0.4783638304517685,344,0,0.14073935,Loyal,Silver,USR001872
5,28,1566000.0,2,16118,4,12,-28.351578231127906,155978.7656350678,0.5156792119436655,360,0,0.01887732,Champions,Platinum,USR000598
1,20,943000.0,3,8300,3,12,19.686229998627965,-354.75181962885,0.16413243750378317,364,0,0.027749961,Champions,Gold,USR000994
50,4,189000.0,2,1979,1,6,1.237656900468051,17817.330452035345,0.5405690461982983,315,1,0.6037635,Hibernating,Member,USR004437
1,16,855000.0,3,9950,3,12,15.543705900911187,-958.8038543707613,0.3541731104513089,364,0,0.018461643,Champions,Gold,USR000682
255,0,47000.0,2,531,1,3,-1.3772608141991864,615.4780045559826,0.18697869186752106,110,1,0.91673476,Hibernating,Member,USR008589
23,8,387000.0,3,4361,2,8,-8.404783401044787,-844.7591476159557,0.02756618225776116,342,0,0.07885085,At_Risk,Silver,USR002503
354,0,6000.0,1,62,1,3,0.27540641759175244,-132.62222315395184,0.6138921782228931,11,1,0.9427615,Hibernating,Member,USR008692
359,0,57000.0,1,630,1,3,0.5156902626386655,1137.9766126058337,0.46440400411939736,6,1,0.9548391,Hibernating,Member,USR008174
7,26,1415000.0,3,12272,3,12,-25.93603639881271,-140847.8973814328,0.49124758586656886,358,0,0.041681282,Champions,Gold,USR001195
7,13,753000.0,2,8582,3,12,-13.587071186240557,-543.6930431123843,0.19903670743218457,358,0,0.05943214,Champions,Gold,USR003862
