user_id,recency_days,frequency_monthly,monetary_monthly,n_services,tier,city,churn_label,segment_true,R,F,M,E,RFM_score,RFME_score,segment_rfm,ovo_points_balance,cluster_kmeans,services_used,monetary_monthly_raw
USR005767,88,3,211000.0,4,Silver,Bandung,0,At_Risk,1,2,2,4,5,9,Hibernating,2458,4,GrabCar|GrabMart|GrabExpress|GrabFood,211000.0
USR005809,50,3,156000.0,1,Member,Jakarta,0,At_Risk,2,2,2,1,6,7,Hibernating,1325,0,GrabBike,156000.0
USR004626,56,4,165000.0,1,Member,Jakarta,1,At_Risk,2,2,2,1,6,7,Hibernating,1744,0,GrabBike,165000.0
USR000862,4,28,1920000.0,3,Platinum,Jakarta,0,Champions,4,4,4,3,12,15,Champions,20717,1,GrabFood|GrabCar|GrabExpress,1920000.0
USR002094,27,12,342000.0,2,Silver,Medan,1,Loyal,2,4,3,2,9,11,At_Risk,3526,2,GrabExpress|GrabMart,342000.0
USR000947,6,28,1249000.0,3,Gold,Jakarta,0,Champions,4,4,4,3,12,15,Champions,11669,1,GrabBike|GrabMart|GrabCar,1249000.0
USR005641,76,4,335000.0,1,Silver,Bekasi,0,At_Risk,2,2,3,1,7,8,Hibernating,3913,0,GrabCar,335000.0
USR001444,5,28,953000.0,4,Gold,Bekasi,0,Champions,4,4,4,4,12,16,Champions,9805,1,GrabMart|GrabBike|GrabCar|GrabFood,953000.0
USR001280,3,17,1870000.0,2,Platinum,Jakarta,0,Champions,4,4,4,2,12,14,Champions,17913,1,GrabCar|GrabFood,1870000.0
USR003110,22,10,679000.0,2,Gold,Jakarta,0,Loyal,2,3,4,2,9,11,At_Risk,7385,2,GrabMart|GrabCar,679000.0
USR008952,342,0,12000.0,3,Member,Jakarta,1,Hibernating,1,1,1,3,3,6,Hibernating,117,3,GrabBike|GrabFood|GrabExpress,12000.0
USR007609,12,6,221000.0,4,Silver,Jakarta,0,Promising,3,3,2,4,8,12,Loyal,1854,4,GrabMart|GrabFood|GrabBike|GrabCar,221000.0
USR005135,46,3,152000.0,3,Member,Jakarta,1,At_Risk,2,2,2,3,6,9,Hibernating,1406,4,GrabCar|GrabExpress|GrabFood,152000.0
USR003016,12,8,436000.0,1,Silver,Jakarta,0,Loyal,3,3,3,1,9,10,Loyal,5151,2,GrabMart,436000.0
USR002302,18,9,306000.0,1,Silver,Surabaya,0,Loyal,3,3,3,1,9,10,Loyal,2608,0,GrabCar,306000.0
USR002004,27,8,590000.0,1,Silver,Jakarta,0,Loyal,2,3,3,1,8,9,At_Risk,6294,2,GrabMart,590000.0
USR004580,46,4,268000.0,4,Silver,Jakarta,0,At_Risk,2,2,3,4,7,11,Hibernating,2909,4,GrabMart|GrabCar|GrabExpress|GrabBike,268000.0
USR008704,277,0,26000.0,2,Member,Bekasi,1,Hibernating,1,1,1,2,3,5,Hibernating,277,3,GrabCar|GrabFood,26000.0
USR001005,6,17,2323000.0,4,Platinum,Medan,1,Champions,4,4,4,4,12,16,Champions,21264,1,GrabCar|GrabFood|GrabMart|GrabExpress,2323000.0
USR005138,87,4,285000.0,1,Silver,Bekasi,1,At_Risk,1,2,3,1,6,7,Hibernating,2325,0,GrabCar,285000.0
USR004317,87,5,269000.0,2,Silver,Jakarta,0,At_Risk,1,2,3,2,6,8,Hibernating,2477,0,GrabBike|GrabExpress,269000.0
USR006558,10,5,106000.0,3,Member,Surabaya,0,Promising,4,2,1,3,7,10,Promising,940,4,GrabExpress|GrabCar|GrabFood,106000.0
USR004387,70,5,153000.0,1,Member,Jakarta,0,At_Risk,2,2,2,1,6,7,Hibernating,1772,0,GrabFood,153000.0
USR002132,9,9,742000.0,1,Gold,Medan,0,Loyal,4,3,4,1,11,12,Champions,7727,2,GrabFood,742000.0
USR004265,58,3,263000.0,3,Silver,Surabaya,0,At_Risk,2,2,3,3,7,10,Hibernating,2938,4,GrabExpress|GrabCar|GrabMart,263000.0
USR002057,15,10,633000.0,2,Gold,Surabaya,0,Loyal,3,3,4,2,10,12,Loyal,6329,2,GrabCar|GrabExpress,633000.0
USR005386,55,2,336000.0,3,Silver,Jakarta,0,At_Risk,2,1,3,3,6,9,Hibernating,3945,4,GrabFood|GrabBike|GrabMart,336000.0
USR000229,8,25,1556000.0,4,Platinum,Jakarta,0,Champions,4,4,4,4,12,16,Champions,14000,1,GrabExpress|GrabBike|GrabCar|GrabMart,1556000.0
USR002889,22,14,441000.0,2,Silver,Jakarta,0,Loyal,2,4,3,2,9,11,At_Risk,3707,2,GrabExpress|GrabCar,441000.0
USR004472,56,3,209000.0,1,Silver,Bandung,0,At_Risk,2,2,2,1,6,7,Hibernating,1901,0,GrabExpress,209000.0
USR006064,19,7,203000.0,2,Silver,Medan,0,Promising,3,3,2,2,8,10,Loyal,2261,0,GrabBike|GrabFood,203000.0
USR007924,10,4,159000.0,3,Member,Surabaya,1,Promising,4,2,2,3,8,11,Promising,1682,4,GrabExpress|GrabBike|GrabFood,159000.0
USR007649,6,3,141000.0,3,Member,Jakarta,0,Promising,4,2,2,3,8,11,Promising,1416,4,GrabBike|GrabExpress|GrabCar,141000.0
USR008381,144,0,58000.0,3,Member,Jakarta,1,Hibernating,1,1,1,3,3,6,Hibernating,484,4,GrabMart|GrabBike|GrabExpress,58000.0
USR000209,9,29,2037000.0,3,Platinum,Jakarta,0,Champions,4,4,4,3,12,15,Champions,16462,1,GrabBike|GrabFood|GrabCar,2037000.0
USR002758,24,10,796000.0,2,Gold,Surabaya,0,Loyal,2,3,4,2,9,11,At_Risk,8360,2,GrabMart|GrabCar,796000.0
USR008471,133,0,1000.0,2,Member,Surabaya,0,Hibernating,1,1,1,2,3,5,Hibernating,11,0,GrabBike|GrabMart,1000.0
USR002948,19,9,768000.0,1,Gold,Bandung,0,Loyal,3,3,4,1,10,11,Loyal,7790,2,GrabFood,768000.0
USR007116,18,5,112000.0,1,Member,Jakarta,0,Promising,3,2,1,1,6,7,Promising,963,0,GrabExpress,112000.0
USR006330,9,4,118000.0,1,Member,Medan,0,Promising,4,2,2,1,8,9,Promising,1151,0,GrabExpress,118000.0
USR001728,27,10,517000.0,1,Silver,Surabaya,1,Loyal,2,3,3,1,8,9,At_Risk,4403,2,GrabCar,517000.0
USR004176,62,5,330000.0,4,Silver,Surabaya,1,At_Risk,2,2,3,4,7,11,Hibernating,2718,4,GrabBike|GrabCar|GrabMart|GrabExpress,330000.0
USR000337,3,25,1850000.0,4,Platinum,Jakarta,0,Champions,4,4,4,4,12,16,Champions,17418,1,GrabBike|GrabCar|GrabFood|GrabMart,1850000.0
USR004984,62,2,310000.0,1,Silver,Jakarta,0,At_Risk,2,1,3,1,6,7,Hibernating,2973,0,GrabMart,310000.0
USR006878,5,3,156000.0,2,Member,Jakarta,0,Promising,4,2,2,2,8,10,Promising,1510,0,GrabBike|GrabCar,156000.0
USR007248,3,7,137000.0,1,Member,Surabaya,1,Promising,4,3,2,1,9,10,Loyal,1478,0,GrabExpress,137000.0
USR008452,334,0,71000.0,1,Member,Bekasi,1,Hibernating,1,1,1,1,3,4,Hibernating,771,3,GrabBike,71000.0
USR001226,3,18,1584000.0,2,Platinum,Jakarta,0,Champions,4,4,4,2,12,14,Champions,18691,1,GrabMart|GrabCar,1584000.0
USR007608,10,4,243000.0,4,Silver,Bekasi,0,Promising,4,2,3,4,9,13,Promising,2435,4,GrabBike|GrabFood|GrabExpress|GrabCar,243000.0
USR006827,15,7,222000.0,3,Silver,Jakarta,0,Promising,3,3,2,3,8,11,Loyal,2330,4,GrabExpress|GrabCar|GrabBike,222000.0
USR003540,9,9,606000.0,1,Gold,Jakarta,0,Loyal,4,3,4,1,11,12,Champions,6915,2,GrabExpress,606000.0
USR005868,89,2,318000.0,2,Silver,Bekasi,1,At_Risk,1,1,3,2,5,7,Hibernating,2555,0,GrabExpress|GrabFood,318000.0
USR002111,14,12,580000.0,2,Silver,Bekasi,0,Loyal,3,4,3,2,10,12,Loyal,5195,2,GrabCar|GrabExpress,580000.0
USR002691,27,9,426000.0,1,Silver,Jakarta,0,Loyal,2,3,3,1,8,9,At_Risk,4492,2,GrabFood,426000.0
USR007153,6,4,246000.0,3,Silver,Jakarta,0,Promising,4,2,3,3,9,12,Promising,1970,4,GrabCar|GrabFood|GrabMart,246000.0
USR003707,22,12,326000.0,2,Silver,Surabaya,0,Loyal,2,4,3,2,9,11,At_Risk,3289,2,GrabFood|GrabMart,326000.0
USR001017,5,26,1576000.0,2,Platinum,Medan,0,Champions,4,4,4,2,12,14,Champions,15444,1,GrabMart|GrabFood,1576000.0
USR008511,112,0,65000.0,1,Member,Jakarta,1,Hibernating,1,1,1,1,3,4,Hibernating,536,0,GrabMart,65000.0
USR002807,11,11,669000.0,2,Gold,Bekasi,0,Loyal,4,3,4,2,11,13,Champions,6177,2,GrabBike|GrabFood,669000.0
USR005015,79,5,334000.0,2,Silver,Jakarta,1,At_Risk,1,2,3,2,6,8,Hibernating,3582,0,GrabFood|GrabCar,334000.0
USR001928,26,11,546000.0,3,Silver,Jakarta,0,Loyal,2,3,3,3,8,11,At_Risk,5823,4,GrabBike|GrabFood|GrabCar,546000.0
USR000350,5,21,1946000.0,3,Platinum,Medan,0,Champions,4,4,4,3,12,15,Champions,20788,1,GrabBike|GrabExpress|GrabCar,1946000.0
USR005173,87,3,123000.0,1,Member,Bekasi,1,At_Risk,1,2,2,1,5,6,Hibernating,1339,0,GrabFood,123000.0
USR004192,67,3,286000.0,3,Silver,Jakarta,1,At_Risk,2,2,3,3,7,10,Hibernating,3091,4,GrabCar|GrabMart|GrabBike,286000.0
USR001934,24,14,444000.0,1,Silver,Bekasi,0,Loyal,2,4,3,1,9,10,At_Risk,4310,2,GrabCar,444000.0
USR006901,7,4,219000.0,2,Silver,Medan,0,Promising,4,2,2,2,8,10,Promising,1992,0,GrabExpress|GrabFood,219000.0
USR004823,47,3,239000.0,2,Silver,Bekasi,0,At_Risk,2,2,2,2,6,8,Hibernating,2611,0,GrabCar|GrabBike,239000.0
USR000564,10,27,1823000.0,3,Platinum,Medan,0,Champions,4,4,4,3,12,15,Champions,20550,1,GrabCar|GrabMart|GrabFood,1823000.0
USR001582,19,12,372000.0,1,Silver,Medan,0,Loyal,3,4,3,1,10,11,Loyal,4036,2,GrabBike,372000.0
USR004694,71,2,304000.0,2,Silver,Jakarta,0,At_Risk,2,1,3,2,6,8,Hibernating,2605,0,GrabExpress|GrabFood,304000.0
USR002175,20,13,708000.0,2,Gold,Jakarta,0,Loyal,3,4,4,2,11,13,Loyal,6287,2,GrabCar|GrabBike,708000.0
USR007028,15,7,151000.0,2,Member,Medan,1,Promising,3,3,2,2,8,10,Loyal,1591,0,GrabCar|GrabMart,151000.0
USR004880,52,3,206000.0,2,Silver,Bandung,0,At_Risk,2,2,2,2,6,8,Hibernating,1991,0,GrabBike|GrabFood,206000.0
USR002228,29,8,725000.0,2,Gold,Bekasi,0,Loyal,2,3,4,2,9,11,At_Risk,7052,2,GrabBike|GrabExpress,725000.0
USR001115,8,21,1124000.0,2,Gold,Jakarta,0,Champions,4,4,4,2,12,14,Champions,13485,1,GrabBike|GrabExpress,1124000.0
USR003126,9,10,637000.0,2,Gold,Bandung,0,Loyal,4,3,4,2,11,13,Champions,6385,2,GrabBike|GrabMart,637000.0
USR003544,26,8,327000.0,2,Silver,Bandung,0,Loyal,2,3,3,2,8,10,At_Risk,3242,0,GrabExpress|GrabMart,327000.0
USR005048,65,5,180000.0,1,Member,Jakarta,0,At_Risk,2,2,2,1,6,7,Hibernating,2064,0,GrabFood,180000.0
USR007476,5,7,189000.0,2,Member,Surabaya,0,Promising,4,3,2,2,9,11,Loyal,1775,0,GrabExpress|GrabBike,189000.0
USR000821,1,25,999000.0,3,Gold,Surabaya,0,Champions,4,4,4,3,12,15,Champions,10068,1,GrabCar|GrabMart|GrabBike,999000.0
USR006532,7,6,236000.0,2,Silver,Jakarta,0,Promising,4,3,2,2,9,11,Loyal,1902,0,GrabBike|GrabFood,236000.0
USR002272,16,8,671000.0,3,Gold,Surabaya,1,Loyal,3,3,4,3,10,13,Loyal,7035,4,GrabExpress|GrabBike|GrabCar,671000.0
USR005545,88,5,154000.0,3,Member,Jakarta,0,At_Risk,1,2,2,3,5,8,Hibernating,1644,4,GrabExpress|GrabFood|GrabMart,154000.0
USR000081,3,21,1320000.0,2,Gold,Bandung,0,Champions,4,4,4,2,12,14,Champions,14514,1,GrabCar|GrabFood,1320000.0
USR001323,10,18,1031000.0,2,Gold,Jakarta,0,Champions,4,4,4,2,12,14,Champions,11824,2,GrabCar|GrabFood,1031000.0
USR009405,271,0,46000.0,1,Member,Jakarta,0,Hibernating,1,1,1,1,3,4,Hibernating,466,3,GrabFood,46000.0
USR001614,25,13,752000.0,1,Gold,Bandung,0,Loyal,2,4,4,1,10,11,At_Risk,6243,2,GrabCar,752000.0
USR000831,13,25,2101000.0,2,Platinum,Bekasi,0,Champions,3,4,4,2,11,13,Loyal,17175,1,GrabBike|GrabFood,2101000.0
USR003883,26,8,735000.0,1,Gold,Bandung,0,Loyal,2,3,4,1,9,10,At_Risk,8536,2,GrabFood,735000.0
USR008641,141,0,17000.0,1,Member,Medan,1,Hibernating,1,1,1,1,3,4,Hibernating,194,0,GrabFood,17000.0
USR004464,47,5,317000.0,1,Silver,Bandung,1,At_Risk,2,2,3,1,7,8,Hibernating,3626,0,GrabBike,317000.0
USR005339,58,3,283000.0,2,Silver,Surabaya,1,At_Risk,2,2,3,2,7,9,Hibernating,2442,0,GrabExpress|GrabMart,283000.0
USR008066,94,0,37000.0,2,Member,Medan,1,Hibernating,1,1,1,2,3,5,Hibernating,332,0,GrabExpress|GrabBike,37000.0
USR001649,19,10,378000.0,2,Silver,Jakarta,0,Loyal,3,3,3,2,9,11,Loyal,3534,2,GrabExpress|GrabMart,378000.0
USR004065,85,4,135000.0,1,Member,Medan,1,At_Risk,1,2,2,1,5,6,Hibernating,1580,0,GrabMart,135000.0
USR009665,277,0,4000.0,1,Member,Surabaya,1,Hibernating,1,1,1,1,3,4,Hibernating,39,3,GrabFood,4000.0
USR003038,26,13,617000.0,4,Gold,Jakarta,0,Loyal,2,4,4,4,10,14,At_Risk,5382,4,GrabBike|GrabExpress|GrabCar|GrabFood,617000.0
USR003320,26,8,509000.0,3,Silver,Jakarta,0,Loyal,2,3,3,3,8,11,At_Risk,5990,4,GrabBike|GrabMart|GrabFood,509000.0
USR007143,8,3,188000.0,1,Member,Medan,0,Promising,4,2,2,1,8,9,Promising,1824,0,GrabMart,188000.0
USR006889,17,3,247000.0,1,Silver,Jakarta,0,Promising,3,2,3,1,8,9,Promising,2719,0,GrabCar,247000.0
USR005092,74,2,115000.0,2,Member,Bandung,1,At_Risk,2,1,2,2,5,7,Hibernating,1024,0,GrabCar|GrabMart,115000.0
USR003720,28,8,569000.0,1,Silver,Medan,0,Loyal,2,3,3,1,8,9,At_Risk,4693,2,GrabMart,569000.0
USR002423,17,14,380000.0,1,Silver,Jakarta,0,Loyal,3,4,3,1,10,11,Loyal,4481,2,GrabExpress,380000.0
USR000749,4,17,2263000.0,3,Platinum,Surabaya,0,Champions,4,4,4,3,12,15,Champions,19866,1,GrabCar|GrabMart|GrabBike,2263000.0
USR005271,70,2,189000.0,2,Member,Jakarta,1,At_Risk,2,1,2,2,5,7,Hibernating,1969,0,GrabMart|GrabCar,189000.0
USR002373,28,13,555000.0,2,Silver,Bekasi,0,Loyal,2,4,3,2,9,11,At_Risk,6223,2,GrabExpress|GrabCar,555000.0
USR004693,51,2,104000.0,1,Member,Bandung,0,At_Risk,2,1,1,1,4,5,Hibernating,1185,0,GrabBike,104000.0
USR009879,268,0,46000.0,2,Member,Jakarta,1,Hibernating,1,1,1,2,3,5,Hibernating,540,3,GrabFood|GrabBike,46000.0
USR008370,95,0,54000.0,1,Member,Bekasi,1,Hibernating,1,1,1,1,3,4,Hibernating,540,0,GrabExpress,54000.0
USR007319,5,3,86000.0,2,Member,Surabaya,0,Promising,4,2,1,2,7,9,Promising,719,0,GrabFood|GrabCar,86000.0
USR004368,81,3,122000.0,1,Member,Jakarta,1,At_Risk,1,2,2,1,5,6,Hibernating,1256,0,GrabCar,122000.0
USR006785,19,7,231000.0,3,Silver,Bandung,0,Promising,3,3,2,3,8,11,Loyal,2237,4,GrabCar|GrabBike|GrabMart,231000.0
USR007401,14,4,83000.0,2,Member,Surabaya,0,Promising,3,2,1,2,6,8,Promising,898,0,GrabCar|GrabMart,83000.0
USR001139,9,24,1913000.0,4,Platinum,Bandung,0,Champions,4,4,4,4,12,16,Champions,21857,1,GrabBike|GrabFood|GrabCar|GrabExpress,1913000.0
USR007631,9,4,179000.0,4,Member,Jakarta,0,Promising,4,2,2,4,8,12,Promising,1972,4,GrabMart|GrabCar|GrabFood|GrabExpress,179000.0
USR002231,23,9,640000.0,1,Gold,Surabaya,0,Loyal,2,3,4,1,9,10,At_Risk,6844,2,GrabExpress,640000.0
USR002164,11,13,360000.0,3,Silver,Jakarta,0,Loyal,4,4,3,3,11,14,Champions,3661,4,GrabExpress|GrabCar|GrabFood,360000.0
USR005217,49,4,297000.0,1,Silver,Jakarta,0,At_Risk,2,2,3,1,7,8,Hibernating,2909,0,GrabMart,297000.0
USR009444,260,0,19000.0,1,Member,Bekasi,1,Hibernating,1,1,1,1,3,4,Hibernating,178,3,GrabCar,19000.0
USR009237,224,0,58000.0,1,Member,Jakarta,1,Hibernating,1,1,1,1,3,4,Hibernating,590,3,GrabMart,58000.0
USR004561,50,3,275000.0,1,Silver,Jakarta,1,At_Risk,2,2,3,1,7,8,Hibernating,2583,0,GrabMart,275000.0
USR001570,27,11,654000.0,1,Gold,Jakarta,0,Loyal,2,3,4,1,9,10,At_Risk,7545,2,GrabExpress,654000.0
USR000172,6,16,2487000.0,4,Platinum,Surabaya,0,Champions,4,4,4,4,12,16,Champions,23656,1,GrabExpress|GrabMart|GrabBike|GrabFood,2487000.0
USR007163,20,3,110000.0,1,Member,Jakarta,1,Promising,3,2,1,1,6,7,Promising,991,0,GrabCar,110000.0
USR002087,12,9,364000.0,2,Silver,Surabaya,0,Loyal,3,3,3,2,9,11,Loyal,4312,2,GrabExpress|GrabMart,364000.0
USR004667,77,4,240000.0,1,Silver,Bandung,0,At_Risk,2,2,2,1,6,7,Hibernating,2834,0,GrabMart,240000.0
USR004565,83,3,103000.0,2,Member,Surabaya,1,At_Risk,1,2,1,2,4,6,Hibernating,904,0,GrabBike|GrabExpress,103000.0
USR007089,6,5,226000.0,2,Silver,Bekasi,0,Promising,4,2,2,2,8,10,Promising,2431,0,GrabBike|GrabFood,226000.0
USR006569,3,4,177000.0,4,Member,Jakarta,0,Promising,4,2,2,4,8,12,Promising,1732,4,GrabMart|GrabExpress|GrabCar|GrabBike,177000.0
USR004783,48,3,138000.0,1,Member,Medan,0,At_Risk,2,2,2,1,6,7,Hibernating,1457,0,GrabMart,138000.0
USR002684,17,8,341000.0,3,Silver,Bandung,0,Loyal,3,3,3,3,9,12,Loyal,3227,4,GrabBike|GrabExpress|GrabMart,341000.0
USR001832,17,8,682000.0,1,Gold,Jakarta,0,Loyal,3,3,4,1,10,11,Loyal,7263,2,GrabFood,682000.0
USR008546,106,0,2000.0,2,Member,Jakarta,1,Hibernating,1,1,1,2,3,5,Hibernating,16,0,GrabFood|GrabMart,2000.0
USR005065,57,5,241000.0,1,Silver,Jakarta,0,At_Risk,2,2,2,1,6,7,Hibernating,2806,0,GrabFood,241000.0
USR009130,349,0,75000.0,2,Member,Surabaya,1,Hibernating,1,1,1,2,3,5,Hibernating,699,3,GrabCar|GrabExpress,75000.0
USR009355,259,0,48000.0,2,Member,Jakarta,1,Hibernating,1,1,1,2,3,5,Hibernating,411,3,GrabCar|GrabMart,48000.0
USR004412,64,3,113000.0,1,Member,Surabaya,0,At_Risk,2,2,1,1,5,6,Hibernating,1079,0,GrabCar,113000.0
USR007207,15,5,242000.0,4,Silver,Surabaya,0,Promising,3,2,3,4,8,12,Promising,1990,4,GrabExpress|GrabBike|GrabCar|GrabFood,242000.0
USR009890,148,0,58000.0,2,Member,Surabaya,1,Hibernating,1,1,1,2,3,5,Hibernating,595,3,GrabBike|GrabCar,58000.0
USR000834,13,24,1325000.0,3,Gold,Jakarta,0,Champions,3,4,4,3,11,14,Loyal,14116,1,GrabCar|GrabMart|GrabExpress,1325000.0
USR006821,4,5,129000.0,1,Member,Bandung,1,Promising,4,2,2,1,8,9,Promising,1112,0,GrabCar,129000.0
USR003781,28,14,483000.0,3,Silver,Jakarta,0,Loyal,2,4,3,3,9,12,At_Risk,5163,4,GrabMart|GrabExpress|GrabBike,483000.0
USR009012,250,0,14000.0,2,Member,Jakarta,1,Hibernating,1,1,1,2,3,5,Hibernating,122,3,GrabFood|GrabBike,14000.0
USR007499,18,5,121000.0,1,Member,Jakarta,0,Promising,3,2,2,1,7,8,Promising,1324,0,GrabFood,121000.0
USR003424,21,13,521000.0,1,Silver,Jakarta,0,Loyal,3,4,3,1,10,11,Loyal,5360,2,GrabFood,521000.0
USR000065,7,27,1836000.0,3,Platinum,Jakarta,0,Champions,4,4,4,3,12,15,Champions,17028,1,GrabCar|GrabMart|GrabBike,1836000.0
USR002963,24,14,537000.0,3,Silver,Jakarta,0,Loyal,2,4,3,3,9,12,At_Risk,6130,4,GrabExpress|GrabCar|GrabBike,537000.0
USR005669,84,5,246000.0,2,Silver,Jakarta,1,At_Risk,1,2,3,2,6,8,Hibernating,2830,0,GrabBike|GrabMart,246000.0
USR008962,301,0,9000.0,3,Member,Jakarta,1,Hibernating,1,1,1,3,3,6,Hibernating,105,3,GrabMart|GrabBike|GrabCar,9000.0
USR000354,5,26,1521000.0,2,Platinum,Surabaya,0,Champions,4,4,4,2,12,14,Champions,17099,1,GrabBike|GrabCar,1521000.0
USR008171,299,0,55000.0,1,Member,Bekasi,1,Hibernating,1,1,1,1,3,4,Hibernating,605,3,GrabExpress,55000.0
USR004030,83,4,197000.0,1,Member,Jakarta,0,At_Risk,1,2,2,1,5,6,Hibernating,2312,0,GrabMart,197000.0
USR008534,315,0,42000.0,3,Member,Jakarta,1,Hibernating,1,1,1,3,3,6,Hibernating,427,3,GrabMart|GrabFood|GrabCar,42000.0
USR003651,10,14,503000.0,4,Silver,Bekasi,0,Loyal,4,4,3,4,11,15,Champions,5856,4,GrabFood|GrabMart|GrabExpress|GrabCar,503000.0
USR006739,3,7,171000.0,4,Member,Jakarta,0,Promising,4,3,2,4,9,13,Loyal,1552,4,GrabExpress|GrabBike|GrabMart|GrabFood,171000.0
USR003297,21,11,738000.0,1,Gold,Bandung,0,Loyal,3,3,4,1,10,11,Loyal,7930,2,GrabMart,738000.0
USR004127,54,3,276000.0,1,Silver,Jakarta,1,At_Risk,2,2,3,1,7,8,Hibernating,2790,0,GrabFood,276000.0
USR008043,292,0,43000.0,2,Member,Jakarta,1,Hibernating,1,1,1,2,3,5,Hibernating,346,3,GrabBike|GrabFood,43000.0
USR004767,51,3,116000.0,1,Member,Jakarta,0,At_Risk,2,2,2,1,6,7,Hibernating,1080,0,GrabFood,116000.0
USR000472,3,18,1698000.0,3,Platinum,Bandung,0,Champions,4,4,4,3,12,15,Champions,16284,1,GrabFood|GrabCar|GrabBike,1698000.0
USR003761,20,13,671000.0,1,Gold,Bandung,0,Loyal,3,4,4,1,11,12,Loyal,6829,2,GrabFood,671000.0
USR008617,174,0,76000.0,1,Member,Bekasi,1,Hibernating,1,1,1,1,3,4,Hibernating,737,3,GrabFood,76000.0
USR003566,20,11,660000.0,3,Gold,Bekasi,0,Loyal,3,3,4,3,10,13,Loyal,7438,4,GrabCar|GrabExpress|GrabBike,660000.0
USR002760,11,10,336000.0,2,Silver,Jakarta,0,Loyal,4,3,3,2,10,12,Champions,3376,2,GrabBike|GrabExpress,336000.0
USR000868,8,23,1635000.0,4,Platinum,Jakarta,0,Champions,4,4,4,4,12,16,Champions,17920,1,GrabMart|GrabFood|GrabCar|GrabBike,1635000.0
USR009382,329,0,72000.0,1,Member,Jakarta,0,Hibernating,1,1,1,1,3,4,Hibernating,743,3,GrabFood,72000.0
USR008688,108,0,32000.0,3,Member,Bandung,1,Hibernating,1,1,1,3,3,6,Hibernating,335,4,GrabMart|GrabBike|GrabFood,32000.0
USR004052,48,5,288000.0,3,Silver,Bekasi,0,At_Risk,2,2,3,3,7,10,Hibernating,2724,4,GrabExpress|GrabFood|GrabMart,288000.0
USR006130,17,7,161000.0,1,Member,Jakarta,0,Promising,3,3,2,1,8,9,Loyal,1853,0,GrabCar,161000.0
USR003244,8,12,587000.0,3,Silver,Jakarta,0,Loyal,4,4,3,3,11,14,Champions,6297,4,GrabBike|GrabFood|GrabCar,587000.0
USR004842,65,2,222000.0,4,Silver,Jakarta,0,At_Risk,2,1,2,4,5,9,Hibernating,2137,4,GrabFood|GrabCar|GrabBike|GrabMart,222000.0
USR009330,334,0,32000.0,1,Member,Jakarta,1,Hibernating,1,1,1,1,3,4,Hibernating,348,3,GrabCar,32000.0
USR005640,45,2,326000.0,1,Silver,Bandung,0,At_Risk,2,1,3,1,6,7,Hibernating,2985,0,GrabFood,326000.0
USR005780,60,4,119000.0,3,Member,Bandung,1,At_Risk,2,2,2,3,6,9,Hibernating,1328,4,GrabBike|GrabFood|GrabExpress,119000.0
USR008540,143,0,48000.0,1,Member,Bekasi,1,Hibernating,1,1,1,1,3,4,Hibernating,518,0,GrabExpress,48000.0
USR001075,1,28,1989000.0,3,Platinum,Medan,0,Champions,4,4,4,3,12,15,Champions,21479,1,GrabExpress|GrabFood|GrabBike,1989000.0
USR002957,7,12,487000.0,3,Silver,Jakarta,0,Loyal,4,4,3,3,11,14,Champions,4759,4,GrabFood|GrabExpress|GrabCar,487000.0
USR006752,11,3,176000.0,3,Member,Bandung,0,Promising,4,2,2,3,8,11,Promising,1440,4,GrabCar|GrabMart|GrabBike,176000.0
USR008657,275,0,29000.0,3,Member,Jakarta,1,Hibernating,1,1,1,3,3,6,Hibernating,268,3,GrabBike|GrabCar|GrabMart,29000.0
USR007272,10,4,167000.0,1,Member,Surabaya,0,Promising,4,2,2,1,8,9,Promising,1659,0,GrabMart,167000.0
USR004759,82,3,344000.0,2,Silver,Medan,0,At_Risk,1,2,3,2,6,8,Hibernating,3404,0,GrabFood|GrabExpress,344000.0
USR004862,70,2,191000.0,2,Member,Medan,0,At_Risk,2,1,2,2,5,7,Hibernating,1807,0,GrabBike|GrabCar,191000.0
USR007025,12,7,173000.0,2,Member,Surabaya,0,Promising,3,3,2,2,8,10,Loyal,1998,0,GrabMart|GrabFood,173000.0
USR007647,4,3,182000.0,3,Member,Jakarta,0,Promising,4,2,2,3,8,11,Promising,1764,4,GrabMart|GrabBike|GrabExpress,182000.0
USR007161,20,3,106000.0,1,Member,Bekasi,0,Promising,3,2,1,1,6,7,Promising,1252,0,GrabExpress,106000.0
USR000073,1,15,809000.0,3,Gold,Bandung,1,Champions,4,4,4,3,12,15,Champions,7719,2,GrabCar|GrabBike|GrabExpress,809000.0
USR004901,65,4,149000.0,2,Member,Jakarta,0,At_Risk,2,2,2,2,6,8,Hibernating,1737,0,GrabMart|GrabFood,149000.0
USR004375,74,4,176000.0,3,Member,Bandung,0,At_Risk,2,2,2,3,6,9,Hibernating,1547,4,GrabCar|GrabFood|GrabMart,176000.0
USR006698,13,3,249000.0,2,Silver,Medan,0,Promising,3,2,3,2,8,10,Promising,2647,0,GrabExpress|GrabFood,249000.0
USR009805,294,0,14000.0,2,Member,Jakarta,1,Hibernating,1,1,1,2,3,5,Hibernating,113,3,GrabExpress|GrabFood,14000.0
USR001101,2,22,2152000.0,1,Platinum,Bandung,0,Champions,4,4,4,1,12,13,Champions,24580,1,GrabCar,2152000.0
