user_id,segment_true,last_tx_date,recency_days,frequency_monthly,monetary_monthly,ovo_points_balance,tier,services_used,n_services,city,churn_label
USR000041,Champions,2024-12-20,12,24,858000.0,8012,Gold,GrabFood|GrabCar|GrabBike,3,Jakarta,0
USR000777,Champions,2024-12-27,5,18,1141000.0,11600,Gold,GrabMart|GrabFood|GrabBike,3,Surabaya,0
USR008950,Hibernating,2024-09-14,109,0,39000.0,389,Member,GrabBike,1,Jakarta,1
USR008404,Hibernating,2024-07-08,177,0,7000.0,58,Member,GrabCar,1,Surabaya,1
USR001729,Loyal,2024-12-07,25,13,438000.0,4460,Silver,GrabMart,1,Surabaya,0
USR003910,Loyal,2024-12-04,28,14,768000.0,8851,Gold,GrabMart,1,Jakarta,0
USR000579,Champions,2024-12-27,5,27,1188000.0,9952,Gold,GrabBike|GrabMart,2,Jakarta,0
USR009941,Hibernating,2024-05-15,231,0,21000.0,184,Member,GrabFood,1,Jakarta,1
USR005839,At_Risk,2024-10-28,65,4,175000.0,1902,Member,GrabExpress|GrabMart,2,Bekasi,1
USR008271,Hibernating,2024-07-18,167,0,43000.0,405,Member,GrabExpress,1,Bandung,1
USR007275,Promising,2024-12-17,15,5,85000.0,1002,Member,GrabCar,1,Jakarta,0
USR001491,Champions,2024-12-28,4,22,1777000.0,15684,Platinum,GrabBike|GrabCar,2,Jakarta,0
USR009109,Hibernating,2024-02-04,332,0,58000.0,613,Member,GrabCar,1,Bekasi,1
USR005610,At_Risk,2024-10-04,89,5,128000.0,1330,Member,GrabMart,1,Jakarta,1
USR000061,Champions,2024-12-21,11,20,1629000.0,19509,Platinum,GrabBike|GrabCar|GrabMart,3,Medan,0
USR005471,At_Risk,2024-10-30,63,2,298000.0,2515,Silver,GrabMart,1,Jakarta,1
USR003905,Loyal,2024-12-24,8,14,497000.0,4699,Silver,GrabExpress,1,Jakarta,0
USR006531,Promising,2024-12-29,3,3,153000.0,1376,Member,GrabFood,1,Jakarta,1
USR000402,Champions,2024-12-24,8,26,1133000.0,11866,Gold,GrabFood|GrabMart|GrabExpress,3,Bekasi,1
USR000332,Champions,2024-12-31,1,24,1412000.0,12716,Gold,GrabCar|GrabMart|GrabFood,3,Jakarta,0
USR002084,Loyal,2024-12-20,12,11,337000.0,3047,Silver,GrabBike,1,Jakarta,0
USR009557,Hibernating,2024-05-20,226,0,47000.0,481,Member,GrabExpress|GrabMart,2,Surabaya,1
USR000164,Champions,2024-12-24,8,27,1066000.0,11972,Gold,GrabExpress|GrabMart|GrabCar,3,Medan,0
USR004379,At_Risk,2024-10-23,70,4,247000.0,2357,Silver,GrabBike,1,Surabaya,1
USR002715,Loyal,2024-12-13,19,10,570000.0,4887,Silver,GrabMart|GrabCar,2,Jakarta,0
USR008923,Hibernating,2024-05-26,220,0,54000.0,627,Member,GrabExpress,1,Surabaya,1
USR007346,Promising,2024-12-19,13,3,140000.0,1632,Member,GrabExpress|GrabFood,2,Surabaya,1
USR005453,At_Risk,2024-11-17,45,3,189000.0,2142,Member,GrabFood|GrabExpress,2,Bekasi,0
USR007046,Promising,2024-12-22,10,6,248000.0,2364,Silver,GrabMart|GrabFood,2,Surabaya,0
USR001334,Champions,2024-12-23,9,17,2326000.0,27151,Platinum,GrabMart|GrabCar|GrabFood,3,Jakarta,0
USR008698,Hibernating,2024-07-17,168,0,31000.0,316,Member,GrabBike,1,Bekasi,1
USR001659,Loyal,2024-12-07,25,8,673000.0,5596,Gold,GrabMart,1,Medan,0
USR003578,Loyal,2024-12-15,17,10,551000.0,5435,Silver,GrabMart|GrabBike|GrabCar|GrabFood,4,Medan,0
USR000753,Champions,2024-12-27,5,26,1936000.0,16502,Platinum,GrabBike|GrabFood,2,Jakarta,0
USR006584,Promising,2024-12-17,15,5,224000.0,2679,Silver,GrabExpress|GrabCar,2,Jakarta,0
USR000706,Champions,2024-12-24,8,24,1957000.0,20507,Platinum,GrabMart|GrabBike|GrabFood|GrabCar,4,Jakarta,0
USR003014,Loyal,2024-12-18,14,10,378000.0,3574,Silver,GrabExpress,1,Jakarta,0
USR008558,Hibernating,2024-07-12,173,0,22000.0,240,Member,GrabMart,1,Jakarta,0
USR009875,Hibernating,2024-07-01,184,0,9000.0,81,Member,GrabBike,1,Surabaya,1
USR009582,Hibernating,2024-05-14,232,0,36000.0,313,Member,GrabMart|GrabExpress,2,Bandung,1
USR008928,Hibernating,2024-03-21,286,0,74000.0,723,Member,GrabBike,1,Jakarta,1
USR009556,Hibernating,2024-03-31,276,0,33000.0,272,Member,GrabMart|GrabExpress,2,Bandung,1
USR008983,Hibernating,2024-01-07,360,0,31000.0,284,Member,GrabFood|GrabBike|GrabCar,3,Jakarta,1
USR001834,Loyal,2024-12-19,13,13,402000.0,3472,Silver,GrabExpress,1,Jakarta,0
USR002996,Loyal,2024-12-07,25,10,406000.0,3503,Silver,GrabExpress,1,Surabaya,1
USR005427,At_Risk,2024-10-04,89,5,169000.0,1585,Member,GrabExpress|GrabCar,2,Jakarta,0
USR003879,Loyal,2024-12-09,23,10,501000.0,4101,Silver,GrabMart|GrabFood,2,Jakarta,0
USR007156,Promising,2024-12-29,3,6,240000.0,2132,Silver,GrabFood,1,Jakarta,1
USR005081,At_Risk,2024-11-15,47,4,223000.0,2087,Silver,GrabCar|GrabMart,2,Bekasi,1
USR009114,Hibernating,2024-04-10,266,0,31000.0,256,Member,GrabCar|GrabFood,2,Bandung,1
USR007244,Promising,2024-12-15,17,6,226000.0,1965,Silver,GrabFood|GrabCar|GrabExpress|GrabBike,4,Jakarta,0
USR005400,At_Risk,2024-11-02,60,3,209000.0,1722,Silver,GrabCar,1,Jakarta,0
USR005395,At_Risk,2024-11-12,50,5,287000.0,3272,Silver,GrabMart|GrabCar,2,Surabaya,1
USR009427,Hibernating,2024-04-25,251,0,37000.0,395,Member,GrabBike,1,Medan,1
USR002246,Loyal,2024-12-05,27,8,471000.0,5400,Silver,GrabFood,1,Surabaya,0
USR000835,Champions,2024-12-25,7,27,1151000.0,13716,Gold,GrabCar|GrabBike|GrabMart|GrabExpress,4,Bandung,0
USR008394,Hibernating,2024-09-19,104,0,44000.0,381,Member,GrabMart|GrabFood,2,Jakarta,1
USR009042,Hibernating,2024-04-06,270,0,73000.0,690,Member,GrabExpress,1,Surabaya,1
USR000432,Champions,2024-12-22,10,17,1736000.0,14738,Platinum,GrabFood,1,Bekasi,0
USR003378,Loyal,2024-12-23,9,10,422000.0,4781,Silver,GrabExpress|GrabBike|GrabFood,3,Bandung,0
USR006817,Promising,2024-12-23,9,5,240000.0,2809,Silver,GrabBike,1,Jakarta,0
USR008131,Hibernating,2024-08-11,143,0,5000.0,40,Member,GrabExpress|GrabCar,2,Jakarta,1
USR009621,Hibernating,2024-05-14,232,0,39000.0,339,Member,GrabBike,1,Jakarta,1
USR006066,Promising,2024-12-29,3,4,178000.0,1768,Member,GrabBike|GrabCar,2,Jakarta,1
USR001193,Champions,2024-12-31,1,18,2319000.0,21877,Platinum,GrabMart|GrabCar|GrabExpress,3,Bandung,0
USR006934,Promising,2024-12-21,11,6,106000.0,1198,Member,GrabCar|GrabMart,2,Bandung,0
USR005461,At_Risk,2024-10-15,78,5,185000.0,1748,Member,GrabCar,1,Surabaya,1
USR003071,Loyal,2024-12-07,25,11,659000.0,5799,Gold,GrabBike|GrabExpress|GrabMart,3,Surabaya,0
USR003044,Loyal,2024-12-06,26,9,398000.0,4008,Silver,GrabExpress,1,Jakarta,0
USR003263,Loyal,2024-12-13,19,13,574000.0,6175,Silver,GrabCar,1,Jakarta,0
USR002729,Loyal,2024-12-14,18,8,711000.0,7810,Gold,GrabFood|GrabCar|GrabBike|GrabExpress,4,Bandung,0
USR003433,Loyal,2024-12-23,9,11,799000.0,7085,Gold,GrabExpress,1,Bandung,0
USR000433,Champions,2024-12-28,4,22,1251000.0,10534,Gold,GrabMart|GrabBike|GrabFood,3,Surabaya,0
USR003272,Loyal,2024-12-22,10,11,405000.0,4786,Silver,GrabMart|GrabBike|GrabFood,3,Bekasi,0
USR007001,Promising,2024-12-22,10,7,153000.0,1787,Member,GrabCar,1,Surabaya,0
USR009726,Hibernating,2024-03-04,303,0,3000.0,29,Member,GrabMart|GrabExpress,2,Jakarta,1
USR000104,Champions,2024-12-19,13,24,1896000.0,15958,Platinum,GrabFood|GrabBike|GrabExpress,3,Bandung,0
USR003315,Loyal,2024-12-13,19,12,631000.0,6345,Gold,GrabCar,1,Surabaya,1
USR001656,Loyal,2024-12-20,12,8,690000.0,6137,Gold,GrabBike|GrabFood|GrabExpress,3,Jakarta,0
USR001533,Loyal,2024-12-06,26,11,749000.0,7244,Gold,GrabCar|GrabBike|GrabMart,3,Jakarta,0
USR004680,At_Risk,2024-10-25,68,3,298000.0,3539,Silver,GrabExpress|GrabMart,2,Jakarta,0
USR008813,Hibernating,2024-09-16,107,0,75000.0,654,Member,GrabExpress|GrabCar|GrabMart|GrabBike,4,Bekasi,1
USR009002,Hibernating,2024-04-20,256,0,77000.0,899,Member,GrabMart|GrabFood|GrabExpress,3,Bekasi,1
USR006622,Promising,2024-12-23,9,3,240000.0,2402,Silver,GrabBike|GrabCar|GrabFood,3,Surabaya,1
USR001443,Champions,2024-12-20,12,23,1811000.0,16927,Platinum,GrabExpress|GrabCar|GrabMart|GrabFood,4,Jakarta,0
USR000214,Champions,2024-12-19,13,20,1467000.0,13751,Gold,GrabBike|GrabFood|GrabExpress,3,Surabaya,0
USR005356,At_Risk,2024-11-06,56,4,140000.0,1165,Member,GrabExpress,1,Bekasi,1
USR009218,Hibernating,2024-07-15,170,0,75000.0,812,Member,GrabBike|GrabCar,2,Bekasi,0
USR006322,Promising,2024-12-22,10,5,166000.0,1462,Member,GrabFood|GrabBike|GrabCar,3,Jakarta,1
USR004989,At_Risk,2024-11-06,56,5,174000.0,1474,Member,GrabBike|GrabExpress,2,Bandung,0
USR001419,Champions,2024-12-26,6,21,1504000.0,16996,Platinum,GrabBike,1,Medan,0
USR009516,Hibernating,2024-04-17,259,0,59000.0,694,Member,GrabExpress,1,Bandung,1
USR008606,Hibernating,2024-01-12,355,0,33000.0,313,Member,GrabBike|GrabFood,2,Surabaya,1
USR000181,Champions,2024-12-29,3,27,2072000.0,18841,Platinum,GrabExpress,1,Bandung,0
USR004352,At_Risk,2024-11-01,61,5,142000.0,1507,Member,GrabExpress,1,Jakarta,1
USR008700,Hibernating,2024-09-20,103,0,34000.0,358,Member,GrabMart|GrabExpress,2,Surabaya,1
USR002446,Loyal,2024-12-10,22,10,468000.0,4031,Silver,GrabMart|GrabExpress|GrabBike|GrabCar,4,Medan,0
USR005321,At_Risk,2024-11-16,46,3,212000.0,2451,Silver,GrabCar|GrabBike|GrabMart,3,Jakarta,1
USR008045,Hibernating,2024-02-22,314,0,72000.0,791,Member,GrabCar|GrabMart|GrabFood|GrabExpress,4,Bekasi,0
USR005684,At_Risk,2024-10-27,66,3,308000.0,2875,Silver,GrabExpress|GrabFood,2,Jakarta,0
USR003532,Loyal,2024-12-22,10,12,592000.0,6357,Silver,GrabFood|GrabMart,2,Jakarta,0
USR008244,Hibernating,2024-09-13,110,0,17000.0,163,Member,GrabFood|GrabCar|GrabMart|GrabBike,4,Bandung,1
USR007976,Promising,2024-12-22,10,7,237000.0,2125,Silver,GrabMart,1,Bekasi,0
USR003698,Loyal,2024-12-20,12,10,753000.0,7628,Gold,GrabCar|GrabExpress,2,Surabaya,0
USR000070,Champions,2024-12-31,1,15,2276000.0,26920,Platinum,GrabMart|GrabFood|GrabExpress,3,Jakarta,0
USR000544,Champions,2024-12-25,7,22,1235000.0,13218,Gold,GrabCar|GrabMart|GrabFood,3,Jakarta,0
USR001204,Champions,2024-12-30,2,26,1503000.0,13418,Platinum,GrabMart|GrabCar|GrabExpress,3,Bandung,0
USR003078,Loyal,2024-12-11,21,12,606000.0,5021,Gold,GrabFood|GrabBike,2,Bandung,0
USR009106,Hibernating,2024-04-24,252,0,15000.0,123,Member,GrabFood|GrabCar|GrabBike|GrabExpress,4,Surabaya,1
USR009120,Hibernating,2024-04-16,260,0,37000.0,396,Member,GrabBike,1,Jakarta,1
USR009680,Hibernating,2024-04-21,255,0,44000.0,496,Member,GrabExpress,1,Jakarta,1
USR006180,Promising,2024-12-17,15,3,85000.0,768,Member,GrabMart,1,Surabaya,0
USR008329,Hibernating,2024-01-06,361,0,33000.0,357,Member,GrabCar|GrabMart,2,Bekasi,1
USR004284,At_Risk,2024-11-16,46,5,234000.0,2772,Silver,GrabCar|GrabBike|GrabMart|GrabFood,4,Jakarta,1
USR004007,At_Risk,2024-10-30,63,3,116000.0,1064,Member,GrabBike|GrabMart|GrabFood|GrabExpress,4,Jakarta,0
USR008713,Hibernating,2024-08-09,145,0,67000.0,680,Member,GrabExpress,1,Jakarta,0
USR000877,Champions,2024-12-29,3,20,2463000.0,20560,Platinum,GrabBike|GrabFood|GrabCar,3,Jakarta,0
USR008060,Hibernating,2024-05-20,226,0,46000.0,390,Member,GrabBike|GrabCar|GrabMart|GrabFood,4,Bandung,1
USR000196,Champions,2024-12-26,6,18,1772000.0,15294,Platinum,GrabMart|GrabFood|GrabExpress,3,Jakarta,0
USR009746,Hibernating,2024-01-30,337,0,20000.0,223,Member,GrabCar|GrabFood,2,Medan,1
USR004010,At_Risk,2024-10-28,65,2,250000.0,2253,Silver,GrabMart,1,Bekasi,0
USR009962,Hibernating,2024-08-14,140,0,24000.0,227,Member,GrabBike,1,Bekasi,1
USR002571,Loyal,2024-12-20,12,13,306000.0,2514,Silver,GrabBike|GrabFood,2,Bandung,0
USR003753,Loyal,2024-12-18,14,14,318000.0,3257,Silver,GrabCar|GrabMart,2,Medan,0
USR009247,Hibernating,2024-06-19,196,0,75000.0,877,Member,GrabBike,1,Jakarta,1
USR008628,Hibernating,2024-05-27,219,0,78000.0,852,Member,GrabBike,1,Bandung,1
USR009368,Hibernating,2024-02-28,308,0,79000.0,786,Member,GrabFood|GrabBike|GrabExpress|GrabCar,4,Jakarta,1
USR006159,Promising,2024-12-29,3,4,156000.0,1567,Member,GrabExpress|GrabFood,2,Bekasi,0
USR004791,At_Risk,2024-11-04,58,3,154000.0,1588,Member,GrabBike|GrabFood|GrabExpress|GrabMart,4,Jakarta,0
USR005337,At_Risk,2024-11-04,58,4,292000.0,3287,Silver,GrabExpress|GrabFood|GrabBike,3,Jakarta,0
USR003024,Loyal,2024-12-08,24,12,305000.0,2490,Silver,GrabBike,1,Surabaya,0
USR002718,Loyal,2024-12-21,11,10,439000.0,4555,Silver,GrabCar|GrabMart,2,Surabaya,0
USR008655,Hibernating,2024-08-28,126,0,28000.0,298,Member,GrabCar,1,Medan,1
USR006916,Promising,2024-12-20,12,3,160000.0,1436,Member,GrabBike|GrabFood|GrabExpress,3,Surabaya,0
USR003984,Loyal,2024-12-11,21,14,463000.0,5172,Silver,GrabExpress,1,Jakarta,0
USR007308,Promising,2024-12-20,12,5,116000.0,1248,Member,GrabCar|GrabBike,2,Jakarta,1
USR005953,At_Risk,2024-10-24,69,2,192000.0,1593,Member,GrabMart|GrabExpress|GrabBike|GrabCar,4,Bekasi,0
USR003844,Loyal,2024-12-11,21,10,733000.0,7577,Gold,GrabExpress|GrabFood,2,Bandung,0
USR002682,Loyal,2024-12-03,29,13,499000.0,4428,Silver,GrabMart|GrabCar|GrabBike,3,Jakarta,0
USR004024,At_Risk,2024-11-08,54,3,281000.0,2713,Silver,GrabFood,1,Jakarta,0
USR008715,Hibernating,2024-01-24,343,0,20000.0,171,Member,GrabFood,1,Jakarta,1
USR003139,Loyal,2024-12-12,20,10,657000.0,5723,Gold,GrabFood|GrabExpress,2,Jakarta,0
USR004237,At_Risk,2024-10-31,62,5,120000.0,1209,Member,GrabCar,1,Jakarta,0
USR000218,Champions,2024-12-19,13,15,1104000.0,11217,Gold,GrabCar|GrabFood,2,Jakarta,0
USR006618,Promising,2024-12-19,13,4,117000.0,1075,Member,GrabMart,1,Bekasi,0
USR009606,Hibernating,2024-02-02,334,0,45000.0,452,Member,GrabExpress,1,Surabaya,1
USR005268,At_Risk,2024-11-06,56,5,225000.0,2590,Silver,GrabCar,1,Jakarta,0
USR002543,Loyal,2024-12-09,23,8,709000.0,8139,Gold,GrabExpress|GrabCar,2,Surabaya,1
USR002870,Loyal,2024-12-12,20,12,516000.0,4472,Silver,GrabFood|GrabExpress|GrabBike|GrabCar,4,Bekasi,0
USR001244,Champions,2024-12-20,12,28,827000.0,9730,Gold,GrabFood,1,Jakarta,0
USR000420,Champions,2024-12-31,1,24,1360000.0,14749,Gold,GrabMart|GrabFood,2,Jakarta,1
USR006227,Promising,2024-12-12,20,7,108000.0,1022,Member,GrabCar|GrabFood,2,Surabaya,0
USR002058,Loyal,2024-12-03,29,13,643000.0,6988,Gold,GrabBike|GrabCar|GrabMart,3,Jakarta,0
USR008493,Hibernating,2024-08-22,132,0,6000.0,70,Member,GrabCar|GrabFood|GrabExpress|GrabBike,4,Medan,1
USR006434,Promising,2024-12-16,16,6,220000.0,2571,Silver,GrabCar,1,Jakarta,1
USR003422,Loyal,2024-12-11,21,10,380000.0,4336,Silver,GrabExpress,1,Medan,0
USR004510,At_Risk,2024-11-06,56,5,185000.0,1792,Member,GrabBike|GrabCar|GrabFood,3,Jakarta,0
USR001166,Champions,2024-12-25,7,21,1029000.0,10167,Gold,GrabExpress|GrabFood|GrabMart,3,Medan,0
USR000254,Champions,2024-12-21,11,22,839000.0,9167,Gold,GrabFood|GrabBike|GrabCar,3,Bandung,0
USR000415,Champions,2024-12-20,12,24,2217000.0,19205,Platinum,GrabCar|GrabFood,2,Jakarta,0
USR009175,Hibernating,2024-08-29,125,0,7000.0,56,Member,GrabFood|GrabExpress|GrabBike,3,Surabaya,1
USR003469,Loyal,2024-12-10,22,9,538000.0,6064,Silver,GrabMart,1,Jakarta,0
USR003050,Loyal,2024-12-05,27,13,637000.0,5512,Gold,GrabBike,1,Bekasi,0
USR000759,Champions,2024-12-21,11,25,1219000.0,10973,Gold,GrabBike|GrabFood|GrabMart,3,Jakarta,0
USR001385,Champions,2024-12-23,9,24,1339000.0,14787,Gold,GrabCar|GrabExpress|GrabMart,3,Jakarta,0
USR000654,Champions,2024-12-20,12,26,1546000.0,17213,Platinum,GrabCar|GrabFood|GrabExpress|GrabBike,4,Jakarta,0
USR001201,Champions,2024-12-30,2,27,1868000.0,19522,Platinum,GrabMart|GrabBike|GrabCar|GrabFood,4,Surabaya,0
USR002413,Loyal,2024-12-03,29,9,530000.0,4261,Silver,GrabFood,1,Bandung,0
USR005579,At_Risk,2024-11-14,48,5,258000.0,2966,Silver,GrabExpress|GrabCar,2,Bandung,1
USR005993,At_Risk,2024-11-11,51,2,132000.0,1260,Member,GrabExpress|GrabBike|GrabFood|GrabMart,4,Bandung,1
USR005294,At_Risk,2024-10-06,87,2,132000.0,1431,Member,GrabFood|GrabBike|GrabMart,3,Jakarta,0
USR003055,Loyal,2024-12-10,22,8,495000.0,5760,Silver,GrabMart|GrabExpress|GrabBike,3,Jakarta,0
USR002830,Loyal,2024-12-12,20,10,400000.0,4692,Silver,GrabBike,1,Jakarta,0
USR002970,Loyal,2024-12-06,26,8,512000.0,5812,Silver,GrabCar,1,Jakarta,0
USR000328,Champions,2024-12-30,2,27,1291000.0,14418,Gold,GrabFood|GrabMart|GrabBike,3,Jakarta,0
USR004270,At_Risk,2024-11-02,60,2,229000.0,2137,Silver,GrabCar,1,Jakarta,0
USR005994,At_Risk,2024-10-24,69,4,346000.0,3601,Silver,GrabFood|GrabBike,2,Jakarta,1
USR004392,At_Risk,2024-10-04,89,5,258000.0,3052,Silver,GrabBike,1,Surabaya,0
USR002063,Loyal,2024-12-18,14,10,331000.0,3128,Silver,GrabExpress,1,Jakarta,0
USR008301,Hibernating,2024-08-25,129,0,25000.0,260,Member,GrabExpress,1,Jakarta,1
USR009013,Hibernating,2024-08-31,123,0,42000.0,482,Member,GrabExpress|GrabFood|GrabMart,3,Jakarta,1
USR009329,Hibernating,2024-09-24,99,0,8000.0,78,Member,GrabExpress|GrabCar,2,Jakarta,1
USR005169,At_Risk,2024-11-02,60,5,174000.0,2056,Member,GrabCar|GrabMart|GrabExpress,3,Jakarta,1
USR004429,At_Risk,2024-10-08,85,5,324000.0,3769,Silver,GrabFood|GrabMart|GrabBike|GrabExpress,4,Medan,0
USR001281,Champions,2024-12-31,1,25,1236000.0,12275,Gold,GrabExpress|GrabCar|GrabFood,3,Jakarta,0
USR003381,Loyal,2024-12-08,24,12,463000.0,5357,Silver,GrabMart,1,Jakarta,0
USR002636,Loyal,2024-12-16,16,11,473000.0,4672,Silver,GrabCar|GrabBike|GrabExpress,3,Surabaya,0
USR003328,Loyal,2024-12-12,20,12,777000.0,8517,Gold,GrabCar|GrabFood|GrabMart,3,Jakarta,0
USR006436,Promising,2024-12-12,20,4,180000.0,1501,Member,GrabBike|GrabMart|GrabExpress|GrabCar,4,Jakarta,0
USR005018,At_Risk,2024-10-28,65,2,248000.0,2387,Silver,GrabFood|GrabMart|GrabExpress,3,Jakarta,1
USR007324,Promising,2024-12-21,11,7,130000.0,1116,Member,GrabFood,1,Jakarta,0
USR003795,Loyal,2024-12-04,28,8,404000.0,3833,Silver,GrabCar,1,Bekasi,0
USR002663,Loyal,2024-12-16,16,11,395000.0,3292,Silver,GrabExpress|GrabFood|GrabBike,3,Jakarta,1
USR008282,Hibernating,2024-04-03,273,0,41000.0,378,Member,GrabCar,1,Jakarta,1
USR001282,Champions,2024-12-19,13,22,1030000.0,9284,Gold,GrabExpress|GrabCar,2,Jakarta,0
USR004148,At_Risk,2024-10-30,63,5,306000.0,3429,Silver,GrabExpress,1,Medan,0
USR001362,Champions,2024-12-30,2,22,2392000.0,28382,Platinum,GrabCar|GrabExpress|GrabBike,3,Jakarta,0
USR001437,Champions,2024-12-30,2,18,1426000.0,15532,Gold,GrabExpress|GrabFood|GrabMart,3,Jakarta,0
USR009628,Hibernating,2024-09-27,96,0,48000.0,518,Member,GrabCar|GrabExpress,2,Jakarta,1
USR003441,Loyal,2024-12-15,17,14,721000.0,7933,Gold,GrabFood|GrabMart,2,Jakarta,0
USR000056,Champions,2024-12-28,4,26,2114000.0,21010,Platinum,GrabExpress|GrabFood|GrabMart,3,Bandung,0
USR004597,At_Risk,2024-11-11,51,2,155000.0,1390,Member,GrabBike|GrabCar,2,Jakarta,1
USR008479,Hibernating,2024-06-04,211,0,31000.0,337,Member,GrabCar|GrabFood|GrabBike|GrabMart,4,Jakarta,1
USR005365,At_Risk,2024-10-24,69,5,241000.0,2437,Silver,GrabMart|GrabBike,2,Medan,0
USR001844,Loyal,2024-12-15,17,10,612000.0,6160,Gold,GrabFood|GrabExpress,2,Surabaya,0
USR005515,At_Risk,2024-11-07,55,3,253000.0,2402,Silver,GrabCar,1,Medan,0
USR008573,Hibernating,2024-02-10,326,0,16000.0,138,Member,GrabCar|GrabFood,2,Bekasi,1
USR006263,Promising,2024-12-17,15,6,211000.0,2235,Silver,GrabCar|GrabBike|GrabMart,3,Jakarta,1
USR002880,Loyal,2024-12-13,19,9,404000.0,3365,Silver,GrabMart,1,Bekasi,0
USR001743,Loyal,2024-12-04,28,9,305000.0,2973,Silver,GrabCar|GrabExpress|GrabBike|GrabFood,4,Jakarta,0
USR008398,Hibernating,2024-04-05,271,0,29000.0,345,Member,GrabCar|GrabMart,2,Bekasi,1
USR004169,At_Risk,2024-10-28,65,5,178000.0,1656,Member,GrabCar,1,Bandung,0
USR005197,At_Risk,2024-10-24,69,5,136000.0,1264,Member,GrabBike|GrabCar,2,Jakarta,1
USR008993,Hibernating,2024-03-14,293,0,50000.0,440,Member,GrabCar|GrabExpress|GrabFood,3,Surabaya,1
USR000740,Champions,2024-12-28,4,18,1059000.0,10678,Gold,GrabFood|GrabExpress|GrabBike,3,Medan,0
USR009066,Hibernating,2024-04-03,273,0,78000.0,927,Member,GrabMart,1,Surabaya,1
USR001624,Loyal,2024-12-21,11,13,620000.0,5100,Gold,GrabMart,1,Medan,0
USR000524,Champions,2024-12-30,2,21,1401000.0,15323,Gold,GrabMart|GrabCar|GrabBike,3,Jakarta,0
USR007999,Promising,2024-12-21,11,6,117000.0,999,Member,GrabBike|GrabMart,2,Jakarta,1
USR004419,At_Risk,2024-10-09,84,3,306000.0,2501,Silver,GrabFood,1,Surabaya,1
USR005426,At_Risk,2024-11-09,53,3,114000.0,1357,Member,GrabBike,1,Jakarta,0
USR006689,Promising,2024-12-15,17,6,164000.0,1929,Member,GrabCar|GrabExpress,2,Surabaya,1
USR007382,Promising,2024-12-28,4,7,194000.0,2096,Member,GrabBike,1,Jakarta,0
USR000435,Champions,2024-12-29,3,22,2121000.0,21480,Platinum,GrabExpress|GrabFood|GrabBike|GrabCar,4,Bandung,0
USR002960,Loyal,2024-12-12,20,12,426000.0,3987,Silver,GrabExpress|GrabCar|GrabFood,3,Bekasi,0
USR000308,Champions,2024-12-28,4,22,1457000.0,15502,Gold,GrabMart|GrabFood,2,Jakarta,0
USR001565,Loyal,2024-12-19,13,11,477000.0,5680,Silver,GrabBike,1,Bandung,0
USR002631,Loyal,2024-12-12,20,12,773000.0,6415,Gold,GrabCar|GrabFood|GrabExpress,3,Jakarta,0
USR005597,At_Risk,2024-10-29,64,3,316000.0,3476,Silver,GrabExpress,1,Bekasi,0
USR009477,Hibernating,2024-07-22,163,0,6000.0,57,Member,GrabMart|GrabCar,2,Surabaya,1
USR000401,Champions,2024-12-23,9,27,1757000.0,20525,Platinum,GrabMart|GrabBike|GrabExpress,3,Jakarta,0
USR003826,Loyal,2024-12-04,28,13,416000.0,4036,Silver,GrabExpress|GrabMart|GrabBike,3,Medan,0
USR000881,Champions,2024-12-21,11,19,1854000.0,15719,Platinum,GrabBike|GrabCar|GrabMart,3,Jakarta,0
USR003997,Loyal,2024-12-25,7,13,381000.0,4405,Silver,GrabFood|GrabMart|GrabExpress|GrabBike,4,Bekasi,1
USR007118,Promising,2024-12-16,16,7,221000.0,1774,Silver,GrabBike|GrabFood|GrabExpress,3,Surabaya,0
USR003265,Loyal,2024-12-20,12,14,701000.0,7444,Gold,GrabFood|GrabCar,2,Bandung,0
USR008406,Hibernating,2024-08-05,149,0,18000.0,151,Member,GrabBike,1,Jakarta,1
USR005009,At_Risk,2024-10-15,78,5,136000.0,1189,Member,GrabCar|GrabMart|GrabBike,3,Jakarta,0
USR005736,At_Risk,2024-10-14,79,4,227000.0,2703,Silver,GrabExpress,1,Jakarta,0
USR005554,At_Risk,2024-11-14,48,5,220000.0,2521,Silver,GrabCar|GrabMart,2,Surabaya,1
USR000288,Champions,2024-12-22,10,22,1552000.0,16908,Platinum,GrabFood|GrabBike,2,Bandung,0
USR005564,At_Risk,2024-10-14,79,5,251000.0,2876,Silver,GrabFood|GrabMart,2,Surabaya,0
USR008324,Hibernating,2024-02-17,319,0,40000.0,347,Member,GrabMart,1,Surabaya,0
USR002623,Loyal,2024-12-14,18,11,775000.0,6666,Gold,GrabFood|GrabMart|GrabExpress,3,Bandung,0
USR008859,Hibernating,2024-04-04,272,0,68000.0,787,Member,GrabBike,1,Bandung,1
USR000476,Champions,2024-12-31,1,24,1241000.0,13113,Gold,GrabFood|GrabMart,2,Jakarta,0
USR008591,Hibernating,2024-08-24,130,0,50000.0,484,Member,GrabFood|GrabExpress,2,Bekasi,1
USR009713,Hibernating,2024-08-26,128,0,73000.0,669,Member,GrabCar|GrabMart,2,Bekasi,1
USR006522,Promising,2024-12-20,12,6,235000.0,2545,Silver,GrabBike,1,Surabaya,0
USR003111,Loyal,2024-12-09,23,11,777000.0,6426,Gold,GrabBike|GrabExpress,2,Jakarta,0
USR009470,Hibernating,2024-02-06,330,0,53000.0,619,Member,GrabFood,1,Jakarta,1
